Names,Email,Phones
"Высоцкий Н.А., ИП",,"+7 (4112) 33‒50‒28, +7‒9‒142‒717‒207, +7‒9‒142‒751‒631"
"Инженер-Сервис, ООО, монтажная компания",,"+7 (4112) 25‒00‒69"
"ФИНАКОМ, ООО, монтажная компания",,+7‒924‒364‒93‒33
"Пульт Централизованной Охраны, ООО",,"+7‒914‒270‒65‒68, +7 (4112) 34‒03‒04, +7 (4112) 36‒47‒69"
"ПМУ, ООО, проектно-монтажная компания",,"+7 (4112) 36‒47‒69, +7 (4112) 36‒47‒49"
"Контакт ТелеКомСтрой, монтажная фирма",,"+7‒914‒271‒18‒26, +7 (4112) 49‒68‒08, +7 (4112) 36‒50‒75"
"Системные технологии, ООО, производственно-монтажная фирма",,"+7 (4112) 26‒10‒08, +7‒914‒102‒85‒33"
"Безопасник, центр монтажа и обслуживания",,"+7‒914‒824‒90‒67, +7‒964‒911‒65‒28"
"Ворота Дальнего Востока, многопрофильная компания",,"+7 (4112) 255‒305, +7‒924‒765‒53‒05, +7‒924‒766‒02‒27, +7‒924‒597‒32‒22"
"Фонд пожарной безопасности, филиал в Республике Саха (Якутия)",,"+7 (4112) 22‒33‒39, +7‒924‒174‒12‒33"
"Надзор+, монтажная компания",,"+7‒924‒878‒78‒18, +7‒964‒424‒23‒18, +7‒914‒292‒80‒21, +7‒964‒076‒26‒21"
"Гризли, ООО, торгово-монтажная компания",,"+7‒967‒911‒22‒55, +7‒924‒177‒22‒88"
"Монтажная компания, ИП Дмитриев Н.П.",,+7‒914‒281‒39‒30
"ГВИ-Строй, ООО, электромонтажная компания",,+7‒929‒460‒45‒55
"Радиотехнические системы, ООО, монтажная организация",,"+7‒914‒271‒18‒26, +7 (4112) 49‒68‒08, +7 (4112) 36‒50‒75"
"Маклай, техническая группа",,+7‒914‒2‒717‒979
"Сервисный центр, ИП Сайфутдинов Н.О.",,+7‒914‒271‒16‒76
"Инфотех-Сервис, ООО, торгово-монтажная компания",,
"Промышленная комплектация, ООО",,"+7‒924‒563‒77‒73, +7‒964‒420‒48‒92"
"Гласис-Якутск, ООО, монтажная фирма",,+7‒914‒2‒709‒720
"Инженер Брунс, ООО",,"+7‒914‒2‒720‒274, +7‒914‒2‒712‒432"
"Монтажно-сервисная компания, ИП Жирков В.С.",,"+7‒914‒268‒05‒00, +7‒924‒173‒34‒22, +7‒964‒429‒01‒66"
"САССиМЭС, ООО, центр систем автоматики сигнализации связи и монтажа электросетей",,"+7‒924‒168‒87‒71, +7‒968‒157‒06‒66"
"Монтажная фирма, ИП Шарыпов В.С.",,+7‒914‒296‒37‒88
"Служба IT-аутсорсинга, ИП Комин Я.П.",,+7‒964‒425‒20‒88
"Сервисно-монтажная компания, ИП Грибков Н.А.",,"+7‒924‒664‒26‒62, +7‒914‒225‒06‒66"
"Торгово-монтажная компания",,+7‒999‒244‒88‒91
"ГВАР, ООО, монтажная компания",,"+7‒914‒222‒03‒08, +7‒914‒2‒721‒720"
"Компания по установке и обслуживанию систем видеонаблюдения",,"+7‒967‒928‒28‒00, +7‒964‒418‒95‒26"
"ВЕНИМС, ООО, частное охранное предприятие",,+7‒914‒2‒74‒03‒08
"Эгида, ООО, частная охранная организация",,"+7‒984‒113‒13‒15, +7‒924‒167‒55‒47"
"Мир инструмента, магазин электроинструментов",372598@mail.ru,"+7 (4112) 37‒25‒98"
"Мастер, магазин инструмента и оборудования",master-ykt@mail.ru,
"Хозяин, многопрофильный магазин",aveon-ykt@mail.ru,"+7 (4112) 33‒21‒20"
"Профи-маркет, магазин инструмента и оборудования",profi411@mail.ru,"+7 (4112) 219‒720"
"Планета Электро, сеть профессиональных магазинов электрики и инструментов",info@planeta-electro.com,
"STIHL, фирменный магазин",,+7‒962‒730‒50‒10
"Строитель HITACHI, магазин электроинструментов",,"+7 (4112) 43‒20‒07, +7‒924‒867‒05‒55"
"Интергрупп-Благовещенск, АО, торговая компания",,"+7‒924‒765‒28‒00, +7 (4112) 25‒28‒00"
"Магазин инструмента",,+7‒914‒2‒750‒701
"Инстрой, магазин строительных материалов и инструмента",,"+7 (41143) 4‒77‒73"
"Мир инструментов, магазин",,+7‒914‒2‒700‒399
Магазин,,+7‒914‒2‒73‒44‒99
"Мастер, магазин инструмента и оборудования",master-ykt@mail.ru,
"Профи-маркет, магазин инструмента и оборудования",profi411@mail.ru,"+7 (4112) 219‒720"
"Магазин инструмента",,+7‒914‒2‒750‒701
"Профи-маркет, магазин инструмента и оборудования",profi411@mail.ru,"+7 (4112) 219‒720"
"Магазин инструмента",,+7‒914‒2‒750‒701
"Виктория, сеть мебельных салонов",,"+7 (4112) 401‒111"
"Фабрика мебели №1, производственная фирма",fm-1@bk.ru,"+7 (4112) 35‒52‒14, +7 (4112) 35‒12‒94, +7‒924‒766‒02‒16, +7 (4112) 260‒216, +7 (4112) 44‒61‒97"
"Топ Мебель, производственная фирма",yakutskexpress@gmail.com,"+7‒968‒154‒15‒01, +7‒914‒2‒740‒834, +7‒914‒2‒74‒24‒64"
"Автор, компания по изготовлению мебели",,"+7 (4112) 25‒42‒62"
"Твоя Мебель, центр изготовления мебели",,+7‒924‒872‒90‒24
"Лээги, мебельный магазин",,"+7 (41143) 4‒70‒09"
"Планета, сеть магазинов автозапчастей",planeta@sakhanet.ru,
"Руслан, сеть магазинов",gexs89@mail.ru,"+7‒914‒228‒40‒51, +7‒924‒592‒24‒44, +7‒924‒876‒96‒36, +7‒999‒060‒01‒75"
"Ассортимент, магазин мотозапчастей и запчастей для УАЗ, ВАЗ и НИВА",mam_ih@mail.ru,"+7‒914‒291‒88‒02, +7‒924‒460‒99‒81"
"14 регион, магазин запчастей и автотоваров","new14region@mail.ru, 14region.tim1990@mail.ru","+7 (4112) 45‒93‒13, +7 (4112) 21‒94‒24, +7 (4112) 25‒45‒95, +7‒914‒2‒700‒920"
"Моя тачка, магазин автозапчастей Lada, Renault, Toyota",zorin-mf@mail.ru,
"Туймаада-Голд, магазин автозапчастей Toyota, ГАЗ, Ford","tuymaada-gold@mail.ru, 439964@mail.ru","+7 (4112) 43‒99‒64, +7 (4112) 43‒90‒62, +7 (4112) 43‒91‒41, +7‒924‒870‒11‒12"
"Автогруппа, магазин автотоваров и контрактных запчастей",agmotors@list.ru,"+7 (4112) 26‒26‒11"
"exist.ru, интернет-магазин автозапчастей",,"+7 (4112) 21‒93‒18"
"У Виктора, магазин",,"+7 (4112) 35‒51‒45, +7 (4112) 35‒51‒46"
"Авиагруппа, магазин автозапчастей",,"+7 (4112) 21‒19‒73"
"EXPERT, компания по изготовлению и продаже усиленных багажников и силовых бамперов",,"+7‒914‒2‒712‒853, +7‒914‒2‒712‒953"
"Автопартнер, магазин автотоваров",,"+7 (41143) 4‒72‒92, +7‒914‒274‒29‒29, +7‒914‒274‒36‒36, +7‒914‒274‒37‒37"
"Колми, магазин автозапчастей и автотоваров",,"+7 (4112) 31‒21‒39, +7 (4112) 711‒811"
"Сфера УАЗ, магазин автозапчастей",,"+7‒924‒175‒56‒56, +7‒924‒173‒85‒90, +7 (4112) 43‒21‒15"
"Аркан плюс, автосервис",,"+7 (4112) 75‒92‒92"
"ТЕХЦЕНТРСАХА, ООО, торговый дом",,"+7 (4112) 44‒98‒34, +7 (4112) 44‒98‒35, +7‒924‒860‒21‒25"
"Магазин автозапчастей",,+7‒924‒860‒23‒10
"Лонжерон, автомагазин",,+7‒9‒142‒731‒403
"АвтоМир, магазин автозапчастей",,"+7‒984‒106‒20‒99, +7‒965‒995‒65‒28"
"Sadolin, многопрофильный магазин",,"+7 (4112) 20‒35‒13"
"Планета, сеть магазинов автозапчастей",planeta@sakhanet.ru,
"НИГ, магазин автотоваров",,"+7 (4112) 47‒41‒65"
"Айан, магазин автозапчастей",,"+7 (4112) 45‒94‒95"
"Магазин автозапчастей",,"+7 (4112) 35‒77‒52"
"14 регион, магазин запчастей и автотоваров",473057@mail.ru,"+7 (4112) 47‒30‒57, +7‒914‒2‒717‒771"
"УАЗ-АВТО, автосалон",,+7‒914‒2‒738‒737
"Моя тачка, магазин автозапчастей Lada, Renault, Toyota",zorin-mf@mail.ru,
"Шерна, магазин",,"+7 (4112) 21‒25‒00"
"Деталь, автомагазин",,"+7‒914‒232‒90‒66, +7 (41143) 4‒72‒22"
"Автогруппа, магазин автотоваров и контрактных запчастей",agmotors@list.ru,"+7 (4112) 26‒26‒11"
"Магазин автозапчастей для российских автомобилей, ИП Набокин С.В.",,"+7 (4112) 35‒12‒34"
"Патриот, магазин автозапчастей УАЗ",,"+7 (41143) 4‒70‒10"
"Магазин автозапчастей",,"+7‒914‒2‒70‒22‒61, +7 (4112) 43‒05‒49"
"Клаксон, магазин автозапчастей",,+7‒924‒869‒22‒58
"Авто-Офис, интернет-магазин",,+7‒914‒2‒745‒818
"Ленаагросервис, ОАО, магазин автозапчастей",,"+7 (4112) 34‒76‒92, +7 (4112) 44‒97‒75"
"Континент, автомагазин",,"+7‒924‒368‒98‒76, +7 (41143) 47‒233"
"Вираж, магазин автозапчастей и автомасел",,
"Курган-Сервис, ЗАО, завод по изготовлению навесного оборудования",,+7‒914‒235‒27‒17
"Автополка, региональная сеть магазинов автозапчастей",,"+7 (4112) 746‒440, +7‒914‒2‒746‒440"
"Планета, сеть магазинов автозапчастей",planeta@sakhanet.ru,
"Дальнобой, магазин автозапчастей КАМАЗ, ЯМЗ и МАЗ",kamaz-ykt@mail.ru,"+7 (4112) 40‒80‒80, +7‒914‒247‒90‒25, +7 (4112) 731‒733"
"Мустанг, магазин запчастей для японских грузовых и легковых автомобилей",arbatskaya_1987@mail.ru,+7‒914‒2‒758‒895
"Амортизатор-Центр, магазин автозапчастей",tso-oleg@yandex.ru,"+7 (4112) 25‒24‒46, +7‒924‒169‒06‒06, +7‒924‒765‒24‒46, +7 (4112) 44‒75‒03"
"Руслан, сеть магазинов",gexs89@mail.ru,"+7‒914‒228‒40‒51, +7‒924‒592‒24‒44, +7‒924‒876‒96‒36, +7‒999‒060‒01‒75"
"14 регион, магазин запчастей и автотоваров","new14region@mail.ru, 14region.tim1990@mail.ru","+7 (4112) 45‒93‒13, +7 (4112) 21‒94‒24, +7 (4112) 25‒45‒95, +7‒914‒2‒700‒920"
"Nissan & Honda, магазин автозапчастей",,"+7‒924‒461‒20‒00, +7 (4112) 500‒101"
"Автогруппа, магазин автотоваров и контрактных запчастей",agmotors@list.ru,"+7 (4112) 26‒26‒11"
"Якутский автоцентр КАМАЗ",,"+7 (4112) 44‒93‒29"
"СтартерПро, торгово-сервисный центр",starter@stopro.pro,"+7 (4112) 219‒339"
"Фирма РОМИС, ООО, официальный дилер Cordiant, Michelin",romis14-info@yandex.ru,"+7 (4112) 45‒98‒07, +7 (4112) 45‒95‒26, +7‒914‒823‒18‒73, +7 (4112) 47‒43‒53"
"АвтоБарс, ООО, компания по продаже запчастей для КАМАЗ, МАЗ, Урал",,"+7 (4112) 710‒550, +7 (4112) 72‒52‒51"
"Магистраль, магазин автозапчастей для японских грузовиков",,"+7‒924‒590‒67‒83, +7 (4112) 23‒00‒93"
"AUTOCAR, автоцентр",autocar14rus@mail.ru,
"У Татарина, магазин запчастей для КАМАЗ",,"+7 (4112) 35‒80‒50"
"Выбор-С, ООО, компания по продаже запчастей",,"+7‒914‒2‒74‒79‒79, +7 (4112) 43‒23‒47, +7 (4112) 43‒00‒83"
"Sto Pro, автоцентр",,"+7 (4112) 21‒97‒95"
"Автопартнер, магазин автотоваров",,"+7 (41143) 4‒72‒92, +7‒914‒274‒29‒29, +7‒914‒274‒36‒36, +7‒914‒274‒37‒37"
"АвтоПарк, магазин автозапчастей",,"+7 (4112) 74‒74‒90"
"СахаСканСервис, официальный дилер Scania",,"+7‒924‒765‒05‒88, +7‒924‒765‒05‒48, +7‒924‒765‒05‒33, +7‒924‒765‒05‒14, +7 (4112) 22‒33‒88"
"ARSENAL, магазин запчастей для японских и корейских грузовых автомобилей",,"+7‒914‒103‒51‒24, +7‒914‒2‒75‒10‒55"
"isNext.ru, интернет-магазин автозапчастей",,"+7 (4112) 25‒11‒73"
"Техсервис-Якутия, ЗАО, торгово-сервисная компания",,"+7 (4112) 33‒10‒15, +7 (4112) 33‒10‒18, +7 (4112) 33‒10‒19, +7 (4112) 33‒10‒38"
"Japan Style, магазин автозапчастей",,"+7 (4112) 250‒277"
"Аркан плюс, автосервис",,"+7 (4112) 75‒92‒92"
"14 регион, магазин запчастей и автотоваров",473057@mail.ru,"+7 (4112) 47‒30‒57, +7‒914‒2‒717‒771"
"Магазин автозапчастей",,+7‒924‒860‒23‒10
"АДК-ЛОГИСТИК, ООО, транспортная компания",,"+7 (4112) 22‒36‒38"
"Автогруппа, магазин автотоваров и контрактных запчастей",agmotors@list.ru,"+7 (4112) 26‒26‒11"
"Магистраль-2, магазин автозапчастей для корейских грузовиков",,"+7 (4112) 23‒27‒45"
"ГРУЗОВИК, специализированный магазин отечественных запчастей для грузовых автомобилей",,"+7 (4112) 32‒18‒49"
"FAW HOWO Shaanxi-Shacman, магазин автозапчастей для китайских грузовых автомобилей",,+7‒924‒167‒96‒94
"Иртыш, ООО, магазин автозапчастей",,+7‒924‒761‒86‒29
"Премьера, ЗАО, производственно-коммерческая фирма",,"+7 (4112) 32‒00‒40, +7 (4112) 36‒21‒01, +7 (4112) 36‒22‒38"
"АвтоМир, магазин автозапчастей",,"+7‒984‒106‒20‒99, +7‒965‒995‒65‒28"
"Вилюй, магазин запчастей для грузовых автомобилей SHAANXI, HOWO",,"+7 (4112) 26‒11‒86, +7‒924‒766‒11‒86"
"У Татарина, магазин запчастей для КАМАЗ",,+7‒924‒178‒33‒07
"ВостокАвто, центр по ремонту грузовых автомобилей",,+7‒914‒273‒39‒90
"NiBK, автомагазин",,"+7 (4112) 21‒07‒49, +7‒968‒156‒57‒77"
"Корея Мотор, магазин автозапчастей и аксессуаров для корейских автомобилей",,+7‒924‒365‒40‒00
"Восток Трак, магазин автозапчастей для китайских и американских грузовиков",,"+7‒914‒2‒71‒80‒20, +7‒968‒155‒05‒51"
"Американец, магазин автозапчастей для американских и европейских грузовых автомобилей и прицепов",,"+7‒914‒2‒710‒015, +7‒924‒661‒07‒77"
"Магазин запчастей для спецтехники и грузовых автомобилей FAW, HOWO, SHAANXI",,"+7‒924‒365‒67‒89, +7‒962‒285‒88‒89"
"Эмекс, интернет-магазин автозапчастей",,"+7 (4112) 45‒90‒70, +7‒965‒996‒18‒48"
"Автоспецтехника, ООО, магазин автозапчастей для европейских и китайских грузовиков и прицепов",,"+7‒914‒227‒88‒09, +7‒914‒2‒711‒151"
"Северовостокавтоснаб, магазин автозапчастей для российских большегрузных авто",,"+7 (4112) 36‒92‒51"
"EvroKorean Motors, магазин автотоваров для корейских автомобилей",,"+7‒914‒2‒747‒425, +7‒914‒292‒61‒60"
"Сахаавтодизель, ООО, автомагазин",,"+7 (4112) 45‒97‒30"
"ДВспецтехника, ООО, торговая компания",,"+7 (4112) 320‒444"
"Авто-Док, ООО, центр продажи и установки антиблокировочных систем торможения и ограничителей скорости для грузовых автомобилей",,"+7‒914‒2‒71‒21‒79, +7‒914‒2‒71‒35‒71"
"АДК-ЛОГИСТИК, ООО, транспортная компания",,"+7 (4112) 22‒36‒38"
"JaKor, магазин автозапчастей для грузовых автомобилей",,+7‒914‒274‒05‒05
"Магазин автозапчастей для грузовых автомобилей, ИП Федотов Р.Е.",,"+7 (41143) 4‒72‒56"
"Авто-Офис, интернет-магазин",,+7‒914‒2‒745‒818
"Аркан+, автоцентр",,+7‒914‒2‒75‒92‒92
Автосервис,,+7‒914‒274‒11‒09
"Арктика+, ООО, торгово-сервисная компания",,+7‒914‒2‒70‒52‒42
"Вилюй, магазин запчастей для грузовых автомобилей SHAANXI, HOWO",,"+7‒924‒765‒44‒86, +7 (4112) 25‒44‒86"
"AutoTrade.ykt, центр заказа автозапчастей",,"+7‒924‒765‒03‒85, +7 (4112) 25‒03‒85"
"ПТК, ООО",,+7‒984‒190‒51‒99
"Эркин, ЧОУ, центр обучения",erkinnoy@mail.ru,"+7 (4112) 42‒31‒37, +7 (4112) 72‒52‒79, +7 (4112) 72‒72‒16"
"Маневр, учебный центр",avtoshkola-manevr@mail.ru,"+7‒914‒2‒734‒443, +7 (4112) 25‒72‒58, +7 (4112) 25‒26‒05"
"Навигатор, учебный центр",ycnavigator@mail.ru,"+7‒914‒2‒750‒461, +7‒914‒303‒11‒92, +7 (4112) 40‒34‒10, +7‒914‒303‒11‒69"
"Безопасность, АНО ДПО, учебный центр",,"+7 (4112) 47‒42‒92, +7‒914‒226‒48‒48"
"Ратник, ООО, частное охранное предприятие",,"+7‒914‒227‒01‒44, +7 (4112) 21‒09‒70, +7 (4112) 21‒09‒69"
"Гарант, ЧУ ДПО, центр обучения безопасному обращению с гражданским и травматическим оружием",,"+7‒914‒100‒70‒50, +7‒914‒221‒96‒61"
"Эркин, ЧОУ, центр обучения",erkinnoy@mail.ru,"+7 (4112) 42‒31‒37, +7 (4112) 72‒52‒79, +7 (4112) 72‒72‒16"
"Служба заказа манипулятора и эвакуатора, ИП Коровин А.Н.",,"+7‒914‒2‒722‒142, +7 (4112) 25‒44‒35, +7‒914‒2‒722‒322, +7‒924‒165‒90‒03"
"Манипулятор Эконом, служба заказа манипулятора и эвакуатора",vasilisa.mashinskaya@mail.ru,"+7‒914‒2‒724‒024, +7‒924‒175‒75‒72"
"Абелент, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒70‒66‒70, +7‒924‒766‒05‒06, +7 (4112) 26‒05‒06"
"Автотранссервис, служба заказа манипуляторов",,"+7‒924‒765‒22‒22, +7‒914‒2‒702‒253, +7 (4112) 25‒22‒22"
"Авторитет, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒710‒720, +7‒914‒2‒72‒11‒11, +7‒914‒2‒700‒401, +7‒924‒765‒88‒78"
"Служба заказа манипулятора и эвакуатора, ИП Коваленко Э.В.",kovalenkoed83@mail.ru,"+7‒914‒2‒701‒002, +7‒924‒765‒27‒57, +7‒914‒2‒75‒88‒71"
"ЭВАКУАТОР №1, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒700‒770, +7‒914‒2‒755‒088, +7‒924‒461‒03‒03"
"АвтоСпецЛогистик, служба заказа спецтехники",,"+7‒914‒2‒728‒001, +7‒914‒2‒704‒004, +7‒914‒2‒720‒001, +7 (4112) 25‒22‒42"
"Автопартнер, служба заказа манипулятора",,"+7 (4112) 26‒07‒08, +7 (4112) 718‒305, +7‒914‒2‒709‒061"
"СтройСпецТехника, ООО",sst-2016@mail.ru,"+7‒914‒820‒00‒77, +7‒914‒100‒91‒91, +7‒914‒2‒700‒508"
"Манипулятор Якутска, служба заказа манипулятора",nev_80@inbox.ru,+7‒914‒2‒70‒22‒00
"Водовозка, служба заказа водовоза",,"+7 (4112) 26‒26‒36"
"Водовозка, служба заказа водовоза",glasov@mail.ru,"+7‒914‒2‒707‒405, +7‒914‒2‒717‒390"
"Новый Город, ООО, Якутский завод металлоконструкций",89142777450@mail.ru,"+7‒914‒2‒777‒450, +7‒924‒592‒07‒77, +7‒924‒868‒59‒00"
"Водовозка, служба заказа водовоза",,+7‒914‒2‒72‒44‒41
"Абсолют, служба заказа манипулятора и эвакуатора",,+7‒914‒2‒700‒009
"Грузовой Слон, транспортная компания",a.pomogaeva@mail.ru,"+7‒914‒2‒70‒90‒30, +7‒924‒868‒77‒77"
"Грейт, служба грузоперевозок по городу и улусам",greattruck@mail.ru,"+7‒914‒2‒728‒438, +7‒924‒765‒0288"
"ЭлПромГазСтрой, многопрофильная компания",elpromgazstroy@mail.ru,"+7‒914‒2‒725‒001, +7 (4112) 36‒00‒67, +7‒914‒269‒72‒22, +7 (4112) 32‒02‒57, +7‒914‒2‒725‒001"
"Алан, ООО, производственно-монтажная фирма",,"+7‒914‒2‒700‒044, +7‒924‒567‒00‒44"
"Фекалка АВГ, служба заказа спецтехники",,"+7‒924‒870‒98‒76, +7‒914‒234‒98‒76"
"ВСЕ ЭВАКУАТОРЫ ЯКУТСКА, служба заказа эвакуаторов",700-000@bk.ru,+7‒914‒2‒704‒444
"Манипулятор Эконом, служба заказа манипулятора и эвакуатора",vasilisa.mashinskaya@mail.ru,"+7‒914‒2‒724‒024, +7‒924‒175‒75‒72"
"Кран-Сервис, АО, служба заказа строительной техники",,"+7 (4112) 32‒16‒16, +7 (4112) 35‒77‒00, +7 (4112) 35‒71‒10"
"АДК, ООО, транспортная компания",,"+7 (4112) 22‒36‒08"
"Энергия-ДВ, ООО, оптовая компания",,"+7 (4112) 44‒71‒51, +7‒914‒271‒08‒62"
"Авторитет, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒710‒720, +7‒914‒2‒72‒11‒11, +7‒914‒2‒700‒401, +7‒924‒765‒88‒78"
"КУБ, компания по изготовлению пластиковых емкостей",,"+7 (4112) 74‒36‒37, +7‒914‒100‒02‒15"
"Служба автотранспортного обеспечения, ГБУ",,
"ЭВАКУАТОР №1, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒700‒770, +7‒914‒2‒755‒088, +7‒924‒461‒03‒03"
"АДК-ЛОГИСТИК, ООО, транспортная компания",,"+7 (4112) 22‒36‒38"
"Служба заказа автовышки, ИП Третьяков А.А.",,+7‒961‒867‒50‒00
Коммункомплектация,,"+7 (4112) 36‒95‒05"
"Водовозка №1, служба заказа водовоза",,+7‒914‒2‒735‒736
"Супер водовозка, служба заказа водовоза",,+7‒914‒2‒757‒929
"Северный Дом, ООО, строительная компания",,"+7 (4112) 36‒92‒09"
"Автоспецтехника, ООО, магазин автозапчастей для европейских и китайских грузовиков и прицепов",,"+7‒914‒227‒88‒09, +7‒914‒2‒711‒151"
"ВТ техникс, служба заказа спецтехники",,+7‒914‒222‒22‒15
"Бетон База, многопрофильная компания",,"+7‒914‒296‒95‒06, +7‒914‒2‒750‒377, +7‒914‒275‒33‒66, +7‒914‒275‒44‒66"
"Норд Инжиниринг, ООО, строительная компания",,"+7 (4112) 42‒35‒67, +7‒914‒2‒710‒436"
"Сахаэнергоэффект, ООО, малое инновационное предприятие",,"+7 (4112) 35‒70‒13"
"Сокол, ООО, завод железобетонных изделий",,"+7‒924‒462‒54‒59, +7‒924‒599‒12‒06, +7‒924‒867‒88‒70, +7 (41144) 4‒72‒86, +7 (41144) 4‒70‒39"
"Мархинский комбинат строительных материалов, ООО, завод железобетонных изделий",,"+7 (4112) 20‒43‒95, +7 (4112) 36‒65‒37, +7‒914‒228‒62‒50"
"АРКТИК МОТОРС, ООО, официальный дилер ПТЗ Кировец",,"+7‒914‒2‒71‒71‒91, +7‒984‒118‒00‒00"
"Водовозка Сергелях, служба заказа водовоза",,+7‒914‒2‒755‒255
"ВСЕ ЭВАКУАТОРЫ ЯКУТСКА, служба заказа эвакуаторов",700-000@bk.ru,+7‒914‒2‒704‒444
"Водовозка+, служба заказа водовоза",,"+7 (4112) 25‒25‒94, +7‒924‒765‒25‒94"
"Водовозка Сайсары, служба заказа водовоза",,+7‒914‒2‒71‒95‒85
"СахаМазСтрой, транспортная компания",,"+7‒914‒274‒97‒36, +7 (4112) 36‒83‒70"
"СтройГазСервис, ООО, строительно-монтажная компания",,"+7‒914‒2‒739‒071, +7‒914‒2‒744‒497, +7‒914‒261‒47‒56, +7 (4112) 35‒02‒90, +7‒914‒270‒57‒29"
"ТехноЭнергоРесурс, ООО, сервисная компания",,"+7 (4112) 25‒25‒17"
"YKT Gruz, грузовое такси",,+7‒914‒2‒72‒36‒36
"АДК-ЛОГИСТИК, ООО, транспортная компания",,"+7 (4112) 22‒36‒38"
"Техстройконтракт, ООО, торгово-сервисная компания",,8‒800‒700‒03‒30
"Спецтранс, ООО, компания по предоставлению спецавтотехники и коммунальных услуг",,"+7 (4112) 724‒246, +7 (4112) 744‒644, +7 (4112) 43‒10‒20"
"Стройснабкомплект, ООО, многопрофильная компания",,"+7‒914‒2‒710‒015, +7‒924‒661‒07‒77, +7‒914‒2‒710‒709"
"ТРАНЗИТ, транспортная компания",shamaev.aleksey@inbox.ru,"+7‒914‒2‒74‒74‒03, +7‒914‒2‒70‒74‒88, +7‒924‒766‒2‒003, +7‒914‒249‒0‒888, +7‒984‒105‒29‒58"
"ЯкутБетон, ООО, компания по производству бетона и железобетонных изделий",,"+7 (4112) 42‒04‒00, +7‒924‒469‒77‒79, +7‒924‒761‒77‒42"
"Техсервис, ООО",,+7‒914‒227‒34‒03
"ГрузТакси, грузовое такси",,+7‒914‒2‒740‒420
"Хит Машинери, ООО, официальный дистрибьютор Hitachi Construction Machinery Co.Ltd.",,"+7 (4112) 44‒91‒71, +7‒924‒764‒99‒79"
"Сахаэнергострой, ООО, компания по оказанию услуг по горизонтально-направленному бурению",,"+7 (4112) 44‒70‒53"
"Технопрогресс, ООО, многопрофильная инновационная компания",,"+7 (4112) 36‒75‒72, +7 (4112) 36‒69‒84"
"Связьстройсервис, ООО, строительная компания",,"+7‒924‒765‒79‒77, +7 (4112) 45‒20‒15"
"Строев И.Я., ИП",,+7‒924‒176‒55‒77
"Автотехпомощь, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒711‒911, +7‒914‒2‒710‒712, +7‒914‒2‒709‒627"
"Центр дезинфекции, ООО",,"+7 (4112) 42‒00‒25, +7 (4112) 21‒21‒21, +7 (4112) 253‒153"
"Служба заказа водовоза и фекалки, ИП Перепечин В.В.",,"+7 (4112) 70‒43‒03, +7‒914‒274‒18‒51, +7‒914‒272‒10‒66"
"Многопрофильная компания, ИП Кузнецов М.Е.",,"+7‒914‒2‒73‒60‒73, +7‒914‒2‒75‒75‒45"
"Служба заказа автовышки, ИП Максимов А.Н.",,"+7 (4112) 25‒83‒38"
"Автотрест, служба заказа манипуляторов",,+7‒914‒2‒739‒769
"Служба заказа манипулятора",,+7‒924‒368‒11‒17
"Служба предоставления услуг погрузчика, ИП Ибрагимов А.А.",,"+7‒924‒766‒35‒63, +7 (4112) 263‒563"
"Бобкат, служба заказа спецтехники",,"+7‒924‒761‒82‒44, +7‒914‒264‒78‒12"
"Аарон, служба заказа манипулятора и эвакуатора",,"+7 (4112) 722‒322, +7‒924‒165‒90‒03, +7‒914‒2‒722‒322"
"Стройснабкомплект, ООО, многопрофильная компания",,"+7‒914‒2‒710‒015, +7‒924‒661‒07‒77, +7‒914‒2‒710‒709"
"НедраСтрой, ООО, транспортная компания",,"+7‒914‒2‒75‒75‒29, +7‒914‒2‒74‒74‒29"
"ТРАНЗИТ, транспортная компания",shamaev.aleksey@inbox.ru,"+7‒914‒2‒74‒74‒03, +7‒914‒2‒70‒74‒88, +7‒924‒766‒2‒003, +7‒914‒249‒0‒888, +7‒984‒105‒29‒58"
"СК-Север, ООО",,"+7 (4112) 26‒26‒72, +7‒924‒661‒69‒30"
"Север+Восток, ООО, строительно-ремонтная компания",,"+7 (4112) 47‒31‒75"
"Гефест-Север, ООО",,"+7 (4112) 26‒26‒29, +7‒924‒167‒58‒67, +7‒964‒422‒83‒12, +7‒914‒107‒59‒69"
"Транспортная фирма, ИП Илларионова Т.П.",,+7‒914‒275‒21‒21
"Галант, ООО",,"+7‒924‒173‒05‒85, +7‒924‒767‒22‒88"
"700-000, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒700‒000, +7‒924‒1‒700‒000"
"ЭКО, клининговая компания",,+7‒924‒591‒92‒22
"Алькор-7, ООО, торговая компания",,"+7 (4112) 71‒00‒08"
"Траст Карго, служба заказа манипулятора",,"+7‒914‒275‒11‒77, +7‒914‒274‒11‒77"
"Автотехпомощь, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒711‒911, +7‒914‒2‒710‒712, +7‒914‒2‒709‒627"
